sys.exec.out.time {s},test_object.var {--}
                   0,                   2
                 0.1,                   2
                 0.2,                   2
                 0.3,                   2
                 0.4,                   2
                 0.5,                   2
                 0.6,                   2
                 0.7,                   2
                 0.8,                   2
                 0.9,                   2
                   1,  -2.497461789554496
                 1.1,    18.8275229197514
                 1.2,   5.575935412914901
                 1.3,  -12.07807685322368
                 1.4,   11.58178871773341
                 1.5,  -19.92309293413727
                 1.6,   11.85829421442748
                 1.7,   3.402603502961031
                 1.8,   4.753227010193038
                 1.9,  -2.352490044353297
                   2,   4.713384386328749
                 2.1,    20.0490379175152
                 2.2,  -10.04861224302649
                 2.3,  -4.436270126896409
                 2.4,  -1.264500771998089
                 2.5,   3.983705086552754
                 2.6,  -9.732199814933413
                 2.7,  -11.81059704467601
                 2.8,   2.431757142976759
                 2.9,   3.677098071965242
                   3,  0.3632254690452581
                 3.1,   18.28260210923756
                 3.2,   7.782003332808046
                 3.3,  -5.574652123559613
                 3.4,   9.393049308650856
                 3.5,   34.14833659981582
                 3.6,     6.4558369682249
                 3.7,  -19.38771303113264
                 3.8,  0.3580663567448235
                 3.9,   23.86732516935687
                   4,   12.83809039614451
                 4.1,  -5.948252242307854
                 4.2,   13.48590977032283
                 4.3,   15.45675108500065
                 4.4,   15.81073357067248
                 4.5,  -4.991686929305039
                 4.6,   8.125946438655731
                 4.7,    16.4633631340499
                 4.8,  -4.430367017685317
                 4.9,  -2.551554273085908
                   5,   1.533103261663072
