sys.exec.out.time {s},test.att_manager.perturbation.randomRates {--},test.att_manager.perturbation.prescribedAng[0] {rad},test.att_manager.perturbation.prescribedAng[1] {rad},test.att_manager.perturbation.prescribedAng[2] {rad},test.att_manager.perturbation.driftRate[0] {rad/s},test.att_manager.perturbation.driftRate[1] {rad/s},test.att_manager.perturbation.driftRate[2] {rad/s}
                   0,0,               0.005,              -0.005,                0.01,               0.001,               0.002,               0.002
                0.05,0,0.005049999999999998,-0.004900000000000004,          0.01008875,               0.001,               0.002,              0.0015
                 0.1,0,0.005099999999999996,-0.004800000000000008,           0.0101525,               0.001,               0.002,               0.001
                0.15,0,0.005149999999999994,-0.004700000000000012,          0.01019125,               0.001,               0.002,0.0005000000000000002
                 0.2,0,0.005199999999999992,-0.004600000000000016,            0.010205,               0.001,               0.002,1.490777987167569e-19
                0.25,0, 0.00524999999999999,-0.00450000000000002,          0.01019375,               0.001,               0.002,-0.0004999999999999997
                 0.3,0,0.005299999999999988,-0.004400000000000025,           0.0101575,               0.001,               0.002,-0.0009999999999999994
                0.35,0,0.005349999999999986,-0.004300000000000029,          0.01009625,               0.001,               0.002,             -0.0015
                 0.4,0,0.005399999999999984,-0.004200000000000033,             0.01001,               0.001,               0.002,-0.002000000000000001
                0.45,0,0.005449999999999982,-0.004100000000000037,0.009910000000000004,               0.001,               0.002,-0.002000000000000001
                 0.5,0, 0.00549999999999998,-0.004000000000000041,0.009810000000000008,               0.001,               0.002,-0.002000000000000001
                0.55,0,0.005549999999999978,-0.003900000000000044,0.009710000000000012,               0.001,               0.002,-0.002000000000000001
                 0.6,0,0.005599999999999976,-0.003800000000000045,0.009610000000000016,               0.001,               0.002,-0.002000000000000001
                0.65,0,0.005649999999999974,-0.003700000000000044, 0.00951000000000002,               0.001,               0.002,-0.002000000000000001
                 0.7,0,0.005699999999999972,-0.003600000000000045,0.009410000000000024,               0.001,               0.002,-0.002000000000000001
                0.75,0, 0.00574999999999997,-0.003500000000000044,0.009310000000000028,               0.001,               0.002,-0.002000000000000001
                 0.8,0,0.005799999999999968,-0.003400000000000044,0.009210000000000032,               0.001,               0.002,-0.002000000000000001
                0.85,0,0.005849999999999965,-0.003300000000000044,0.009110000000000036,               0.001,               0.002,-0.002000000000000001
                 0.9,0,0.005899999999999963,-0.003200000000000044,0.009010000000000041,               0.001,               0.002,-0.002000000000000001
                0.95,0,0.005949999999999961,-0.003100000000000044,0.008910000000000045,               0.001,               0.002,-0.002000000000000001
                   1,0,0.005999999999999959,-0.003000000000000044,0.008810000000000049,               0.001,               0.002,-0.002000000000000001
                1.05,0,0.006049999999999957,-0.002900000000000046,0.008710000000000053,               0.001,               0.002,-0.002000000000000001
                 1.1,0,0.006099999999999955,-0.002800000000000048,0.008610000000000057,               0.001,               0.002,-0.002000000000000001
                1.15,0,0.006149999999999953,-0.00270000000000005,0.008510000000000061,               0.001,               0.002,-0.002000000000000001
                 1.2,0,0.006199999999999951,-0.002600000000000052,0.008410000000000065,               0.001,               0.002,-0.002000000000000001
                1.25,0,0.006249999999999949,-0.002500000000000054,0.008310000000000069,               0.001,               0.002,-0.002000000000000001
                 1.3,0,0.006299999999999947,-0.002400000000000056,0.008210000000000073,               0.001,               0.002,-0.002000000000000001
                1.35,0,0.006349999999999945,-0.002300000000000058,0.008110000000000077,               0.001,               0.002,-0.002000000000000001
                 1.4,0,0.006399999999999943,-0.00220000000000006,0.008010000000000081,               0.001,               0.002,-0.002000000000000001
                1.45,0,0.006449999999999941,-0.002100000000000062,0.007910000000000085,               0.001,               0.002,-0.002000000000000001
                 1.5,0,0.006499999999999939,-0.002000000000000064,0.007810000000000089,               0.001,               0.002,-0.002000000000000001
                1.55,0,0.006549999999999937,-0.001900000000000064,0.007710000000000089,               0.001,               0.002,-0.002000000000000001
                 1.6,0,0.006599999999999935,-0.001800000000000064,0.007610000000000089,               0.001,               0.002,-0.002000000000000001
                1.65,0,0.006649999999999933,-0.001700000000000064, 0.00751000000000009,               0.001,               0.002,-0.002000000000000001
                 1.7,0,0.006699999999999931,-0.001600000000000064,0.007410000000000089,               0.001,               0.002,-0.002000000000000001
                1.75,0,0.006749999999999929,-0.001500000000000064,0.007310000000000089,               0.001,               0.002,-0.002000000000000001
                 1.8,0,0.006799999999999927,-0.001400000000000064,0.007210000000000089,               0.001,               0.002,-0.002000000000000001
                1.85,0,0.006849999999999925,-0.001300000000000063,0.007110000000000088,               0.001,               0.002,-0.002000000000000001
                 1.9,0,0.006899999999999923,-0.001200000000000063,0.007010000000000089,               0.001,               0.002,-0.002000000000000001
                1.95,0,0.006949999999999921,-0.001100000000000063,0.006910000000000089,               0.001,               0.002,-0.002000000000000001
                   2,0,0.006999999999999919,-0.001000000000000063,0.006810000000000089,               0.001,               0.002,-0.002000000000000001
                2.05,0,0.007049999999999918,-0.0009000000000000631,0.006710000000000091,               0.001,               0.002,-0.002000000000000001
                 2.1,0,0.007099999999999919,-0.0008000000000000624,0.006610000000000092,               0.001,               0.002,-0.002000000000000001
                2.15,0,0.007149999999999919,-0.0007000000000000626,0.006510000000000095,               0.001,               0.002,-0.002000000000000001
                 2.2,0,0.007199999999999919,-0.0006000000000000619,0.006410000000000096,               0.001,               0.002,-0.002000000000000001
                2.25,0,0.007249999999999919,-0.000500000000000062,0.006310000000000099,               0.001,               0.002,-0.002000000000000001
                 2.3,0,0.007299999999999919,-0.0004000000000000622,0.006210000000000101,               0.001,               0.002,-0.002000000000000001
                2.35,0,0.007349999999999919,-0.0003000000000000615,0.006110000000000102,               0.001,               0.002,-0.002000000000000001
                 2.4,0,0.007399999999999919,-0.0002000000000000618,0.006010000000000105,               0.001,               0.002,-0.002000000000000001
                2.45,0,0.007449999999999919,-0.0001000000000000613,0.005910000000000106,               0.001,               0.002,-0.002000000000000001
                 2.5,0,0.007499999999999919,-6.163350537401191e-17,0.005810000000000108,               0.001,               0.002,-0.002000000000000001
                2.55,0,0.007549999999999919, 9.9999999999938e-05,0.005710000000000111,               0.001,               0.002,-0.002000000000000001
                 2.6,0,0.007599999999999919,0.0001999999999999385,0.005610000000000112,               0.001,               0.002,-0.002000000000000001
