sys.exec.out.time {s},test_object.var_float {1},test_object.var_double {1}
                   0,         0.094358817, -0.6012429098445131
                 0.1,          -0.1218725,  0.8546093497671037
                 0.2,        -0.073460244, -0.5112418901979385
                 0.3,          0.67091465,-0.01807119656112793
                 0.4,          0.23856096,0.004887588276654198
                 0.5,          0.76151681,  0.9170716541744353
                 0.6,         -0.14140491,  0.7509881461149666
                 0.7,         -0.46146873, -0.1968404787621602
                 0.8,           -0.163592, -0.6063570527606561
                 0.9,         0.083119482,-0.06592619923632198
                   1,          0.80880398,   1.189681699881618
                 1.1,          0.27637771, 0.05528701627734806
                 1.2,          -0.2012102,  0.4770073167686382
                 1.3,        -0.031172048,-0.00826387451188676
                 1.4,           0.3839497,  0.4164676090870787
                 1.5,          0.37385029, -0.4238955005990965
                 1.6,          0.12453899,-0.02505068639711755
                 1.7,         -0.27712807,  0.6670524334597536
                 1.8,          0.29427549,-0.08782852648019784
                 1.9,        -0.017820671, -0.4221242095141919
                   2,          0.31472287,   1.161950517522103
                 2.1,          0.11546667,   1.120439275471039
                 2.2,          0.27976608, -0.6900076899613747
                 2.3,          0.33997574,  0.3073015984770426
                 2.4,          0.10120741,  0.3173029331615356
                 2.5,          0.36469373,   1.068580922449497
                 2.6,          0.24292633,  0.8482775297012446
                 2.7,         -0.35143131, -0.5317655101269354
                 2.8,          0.13809866, -0.4870562377075573
                 2.9,          0.13475417, -0.6503063183317166
                   3,         -0.37787974, -0.5406129508874886
                 3.1,         -0.10937634, -0.4705134152144061
                 3.2,        -0.045454755,  0.6780558419778495
                 3.3,         0.020752298,   1.128483623495235
                 3.4,          0.49540192,  0.7424746595517624
                 3.5,          0.54512709,   0.777638888477719
                 3.6,         -0.18876393,  0.8385588112639244
                 3.7,           0.1261988,  0.5677675618614955
                 3.8,          0.20823322,  0.7179227896027753
                 3.9,          0.43920815,   0.449263132154101
                   4,          0.22537199,-0.06532795671229258
                 4.1,         -0.10086107,  0.7539349584728869
                 4.2,          0.55837411,  0.9224975909258215
                 4.3,          0.03153801, 0.04600606226410081
                 4.4,          0.25481963,  0.4966525767112264
                 4.5,          0.16362467,  0.2644992936856426
                 4.6,         -0.39201394,  0.4824672531864294
                 4.7,         -0.28326908,    1.03366181037683
                 4.8,         0.084899515,  0.6941807815084509
                 4.9,        0.0024548271,   1.105189009557976
                   5,          0.40119854,  0.6570593345003319
                 5.1,          0.40544784,  0.7263858677502057
                 5.2,          0.36486992,  0.6689095062986585
                 5.3,          0.38587612,  0.7373818339269738
                 5.4,          0.35790476,   0.742429362458694
                 5.5,          0.39083523,   0.681441179658695
                 5.6,          0.41022047,  0.6552925972985481
                 5.7,          0.40284964,  0.7184326511940029
                 5.8,          0.41739801,  0.6623727923997169
                 5.9,          0.39279813,  0.6801834395058273
                   6,          0.41558394,  0.7143626909958043
                 6.1,          0.39050129,  0.6595423907645785
                 6.2,          0.43924633,  0.7123580529277405
                 6.3,          0.39954549,  0.6653277728107726
                 6.4,          0.41795808,  0.6766558854876681
                 6.5,          0.43378642,  0.6801018973844821
                 6.6,           0.3842023,   0.683049012567017
                 6.7,          0.38426462,  0.7420020760017294
                 6.8,          0.39098996,  0.7455352171417962
                 6.9,          0.42318454,  0.7404801922560331
                   7,          0.39787221,  0.7282569710926015
                 7.1,          0.39645448,  0.6692983453419374
                 7.2,          0.40712506,  0.7399619572908913
                 7.3,          0.35778356,  0.7435748622612199
                 7.4,          0.40365729,  0.6556049326885243
                 7.5,          0.42543361,  0.7337128277975118
                 7.6,           0.4223161,  0.6908126354187452
                 7.7,          0.40790969,  0.6549645339927039
                 7.8,          0.39245978,  0.7133230331036344
                 7.9,          0.41056898,  0.7478381304124426
                   8,          0.42860478,   0.697932559856015
                 8.1,          0.42476845,   0.719298732836968
   8.199999999999999,          0.41796231,   0.666685144866723
   8.300000000000001,           0.3858147,  0.6570631399630882
                 8.4,          0.39630717,  0.7371064666059883
                 8.5,          0.39147216,  0.6668864567102002
                 8.6,          0.42285976,  0.6713246853908585
   8.699999999999999,          0.42941269,  0.6810355890120812
   8.800000000000001,          0.41292009,  0.6849558890678398
                 8.9,          0.43058729,  0.6562708519649059
                   9,          0.39416954,  0.7263848333697085
                 9.1,          0.40977183,  0.7018540056620555
   9.199999999999999,          0.41148958,  0.6572591389444529
   9.300000000000001,          0.42483476,  0.7322592018203398
                 9.4,          0.37542447,  0.7346971747849536
                 9.5,          0.39406607,   0.653232037062081
                 9.6,          0.38902938,  0.7179384352994937
   9.699999999999999,          0.38553572,  0.6614202906984654
   9.800000000000001,          0.42906767,  0.6954623085768212
                 9.9,           0.3929359,  0.7128893816974768
                  10,          0.41479725,  0.7363074181773486
