sys.exec.out.time {s},test_object.var {--}
                   0,                   2
                 0.1,                   2
                 0.2,                   2
                 0.3,                   2
                 0.4,                   2
                 0.5,                   2
                 0.6,                   2
                 0.7,                   2
                 0.8,                   2
                 0.9,                   2
                   1,   2.028151917697345
                 1.1,   2.674426386318345
                 1.2,   10.71875552227694
                 1.3,   2.009594845347264
                 1.4,   9.639110237018308
                 1.5,   8.034192738373907
                 1.6,    8.12089259739439
                 1.7,   5.302539595529529
                 1.8,   2.644609272953199
                 1.9,   3.536890816551594
                   2,   8.867264869112535
                 2.1,   6.754518371342637
                 2.2,   7.565471061960673
                 2.3,   9.704227797505173
                 2.4,   6.655860927823494
                 2.5,   2.860379774425022
                 2.6,   7.427951907233092
                 2.7,   7.693014297730546
                 2.8,   2.608722050347396
                 2.9,   4.216107644610802
                   3,   4.840294889638329
                 3.1,   3.972424965425716
                 3.2,   11.07199189692404
                 3.3,    6.81847451605759
                 3.4,   3.349797544823053
                 3.5,   3.708530891000743
                 3.6,   3.703966352890609
                 3.7,   9.269500226157124
                 3.8,    11.4075680287326
                 3.9,   5.294719585966918
                   4,   6.069344831867268
                 4.1,   5.283459082196681
                 4.2,   7.882121208221909
                 4.3,   10.02449106347476
                 4.4,   9.103703560559365
                 4.5,   10.57879867005275
                 4.6,   4.166855273101244
                 4.7,   7.874611547136154
                 4.8,   11.65828689975131
                 4.9,   5.759700165246277
                   5,   5.393642751060284
