sys.exec.out.time {s},test_object.var {--}
                   0,                   2
                 0.1,                   2
                 0.2,                   2
                 0.3,                   2
                 0.4,                   2
                 0.5,                   2
                 0.6,                   2
                 0.7,                   2
                 0.8,                   2
                 0.9,                   2
                   1,0.005630383539468875
                 1.1,  0.1348852772636691
                 1.2,   1.743751104455388
                 1.3,0.001918969069452769
                 1.4,   1.527822047403661
                 1.5,   1.206838547674781
                 1.6,   1.224178519478878
                 1.7,  0.6605079191059058
                 1.8,  0.1289218545906397
                 1.9,  0.3073781633103188
                   2,   1.373452973822507
                 2.1,  0.9509036742685273
                 2.2,   1.113094212392134
                 2.3,   1.540845559501034
                 2.4,  0.9311721855646988
                 2.5,  0.1720759548850044
                 2.6,   1.085590381446618
                 2.7,   1.138602859546109
                 2.8,  0.1217444100694791
                 2.9,  0.4432215289221604
                   3,  0.5680589779276659
                 3.1,  0.3944849930851433
                 3.2,   1.814398379384808
                 3.3,  0.9636949032115179
                 3.4,  0.2699595089646107
                 3.5,  0.3417061782001487
                 3.6,  0.3407932705781216
                 3.7,   1.453900045231425
                 3.8,    1.88151360574652
                 3.9,  0.6589439171933837
                   4,  0.8138689663734535
                 4.1,  0.6566918164393363
                 4.2,   1.176424241644382
                 4.3,   1.604898212694952
                 4.4,   1.420740712111873
                 4.5,   1.715759734010549
                 4.6,  0.4333710546202487
                 4.7,   1.174922309427231
                 4.8,   1.931657379950263
                 4.9,  0.7519400330492554
                   5,  0.6787285502120568
